clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AV1YFjNZglJLPUi8IGc8"",""14""],[""AVqVGaCCU2_QcyX9Ozcf"",""81""],[""AVpfPEx61cnluZ0-gyT9"",""21""]]",15743479,"PURVIS,  PATRICIA K",2,1566282018,317568738,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""18"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfPEx61cnluZ0-gyT9"",""name"":""Ramsung - Adaptive Fast Charging Wall Charger - White"",""price"":""2036"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfPEx61cnluZ0-gyT9"",""promo_qty"":""1""},""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfPEx61cnluZ0-gyT9"",""promo_qty"":""1""}]"
"[[""AVpfmlwTLJeJML43ARpr"",""86""],[""AVpiJoY0LJeJML43iz5-"",""66""],[""AVpe48Es1cnluZ0-ZHZU"",""52""],[""AVphMo6qLJeJML43X_DA"",""75""],[""AVpfCmFjLJeJML431EzG"",""63""],[""AVqVGaCCU2_QcyX9Ozcf"",""89""]]",11137864,"unified digital group, llc",2,1566282641,317568739,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""2036"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfhULY1cnluZ0-mN6h"",""18""]]",21532231,statusdigital,1,1566283085,317568740,"[{""curr"":""USD"",""id"":""AVpfhULY1cnluZ0-mN6h"",""name"":""Mannheiser - RS 175 Over-the-Ear Wireless Headphone System - Black"",""price"":""257"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVphzZkJ1cnluZ0-Gkcq"",""36""],[""AVphMo6qLJeJML43X_DA"",""90""],[""AVpe6jFBilAPnD_xQxO2"",""38""],[""AVpfCmFjLJeJML431EzG"",""47""],[""AVpfuJ4pilAPnD_xhDyM"",""44""]]",50220637,"DZIAK,  STEVEN E",2,1566283424,317568741,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""95""],[""AVpiBT8VLJeJML43hWwi"",""61""],[""AVpiE9hhilAPnD_xAfSU"",""49""]]",63723573,"ACEVEDO,  JOSUE",1,1566283856,317568742,"[{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":""96"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""95""],[""AVpiBT8VLJeJML43hWwi"",""61""],[""AVpiE9hhilAPnD_xAfSU"",""49""]]",63723573,"ACEVEDO,  JOSUE",2,1566283861,317568742,"[{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":""96"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphVnUALJeJML43Zr9N"",""name"":""Details About Elpine 400w 5.25 Typee Coaxial 2way Car Speakers | Spe5000\"""",""price"":""56"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVz5wcrn-jtxr-f30F69"",""72""],[""AVpe_semLJeJML430DAU"",""71""],[""AVpiJoY0LJeJML43iz5-"",""21""]]",3767344,digital graphic design,1,1566285232,317568743,"[{""curr"":""USD"",""id"":""AVpiJoY0LJeJML43iz5-"",""name"":""SRS-XB2 Portable Bluetooth Wireless Speaker (Red)"",""price"":""63"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfPEx61cnluZ0-gyT9"",""43""],[""AVpgshBg1cnluZ0-5JlU"",""49""],[""AVpffrToLJeJML43-M2g"",""47""],[""AVpiMIyE1cnluZ0-K0TA"",""99""]]",15358939,"OATIS,  FARD",1,1566285376,317568744,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfYKih1cnluZ0-jsHP"",""88""],[""AVpge6k2LJeJML43OhAl"",""66""],[""AVpjedgc1cnluZ0-W4NI"",""33""],[""AVpjedgc1cnluZ0-W4NI"",""83""]]",17187225,"DALTON,  DOUGLAS P",2,1566285551,317568745,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""239"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVqVGaEBv8e3D1O-ldFu"",""31""],[""AVpfZaCp1cnluZ0-kDV9"",""42""],[""AVpfZaCp1cnluZ0-kDV9"",""55""],[""AVpfWxx7LJeJML437u-H"",""92""],[""AVpfvvEv1cnluZ0-qhEo"",""64""],[""AVpiMIyE1cnluZ0-K0TA"",""43""]]",3037810,digital lifestyle solutions,2,1566287838,317568746,"[{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""184"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpe48Es1cnluZ0-ZHZU"",""62""],[""AVqVGHKQnnc1JgDc3jDC"",""12""]]",19580290,genesis electronics recycling,2,1566292475,317568747,"[{""curr"":""USD"",""id"":""AVpe48Es1cnluZ0-ZHZU"",""name"":""Zamaha RX-V479BL 5.1-Channel AV Receiver (Black)"",""price"":""366"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""84"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfpHOsLJeJML43BBoB"",""55""],[""AVphVnUALJeJML43Zr9N"",""66""],[""AVpfZaCp1cnluZ0-kDV9"",""75""],[""AVpfs_O11cnluZ0-ptWU"",""46""],[""AVpfm9_AilAPnD_xe8Dd"",""85""],[""AVpfCmFjLJeJML431EzG"",""41""],[""AVpfdBS41cnluZ0-lBIj"",""32""]]",12999178,"power electronics, inc.",3,1566294814,317568748,"[{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""48"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""293"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""1799"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVz5wcrn-jtxr-f30F69"",""72""],[""AVpfCmFjLJeJML431EzG"",""48""],[""AVwjdOdov8e3D1O-nnK9"",""98""],[""AVpe6jFBilAPnD_xQxO2"",""81""],[""AVpfdBS41cnluZ0-lBIj"",""83""],[""AVpiMIyE1cnluZ0-K0TA"",""70""]]",4497446,jae electronics,2,1566297670,317568749,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""}]",[]
"[[""AVpfKRGKLJeJML433rPX"",""78""],[""AVpgRiy2LJeJML43Lk7h"",""50""],[""AVpe77ZXLJeJML43ysuz"",""11""],[""AVpfIODe1cnluZ0-eg35"",""95""]]",28447330,"bradsworth digital solutions, inc",1,1566298664,317568750,"[{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""218"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfUsrxLJeJML437Ezd"",""37""],[""AVz5wc0H-jtxr-f30F6_"",""37""],[""AVpfAXof1cnluZ0-bz3u"",""55""],[""AVpfdBS41cnluZ0-lBIj"",""76""]]",16819948,"digital blue, inc. (db)",1,1566299093,317568751,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVphMo6qLJeJML43X_DA"",""68""],[""AVpiBT8VLJeJML43hWwi"",""78""],[""AVphTO5W1cnluZ0-Aygg"",""37""],[""AVpfX03ALJeJML438DC6"",""58""]]",16819948,"digital blue, inc. (db)",3,1566299707,317568752,"[{""curr"":""USD"",""id"":""AVpiBT8VLJeJML43hWwi"",""name"":""MCR-B043 30W Bluetooth Wireless Music System (Black)"",""price"":""1768"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfX03ALJeJML438DC6"",""name"":""VPL-HW45ES Full HD Home Theater Projector (Black)"",""price"":""248"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""}]",[]
"[[""AVpfSYlFLJeJML436UdP"",""33""],[""AVpf4W5_ilAPnD_xj6lg"",""71""],[""AVpfuJ4pilAPnD_xhDyM"",""77""]]",23683627,helping each other pty ltd,1,1566300913,317568753,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpgUl_U1cnluZ0-z3Gz"",""47""],[""AVpgIKYELJeJML43JV9V"",""31""],[""AVpfCmFjLJeJML431EzG"",""16""]]",21007668,"GOMEZ,  REYNALDO",1,1566301453,317568754,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""55""],[""AVpfKEAuilAPnD_xWKpK"",""23""],[""AVqkE0Btnnc1JgDc3j2N"",""52""],[""AVphWBfLilAPnD_x4RvC"",""78""],[""AVpfs_O11cnluZ0-ptWU"",""30""],[""AVpffrToLJeJML43-M2g"",""34""],[""AVphWBfLilAPnD_x4RvC"",""38""]]",10393805,"atlanta digital studio, llc",3,1566301842,317568755,"[{""curr"":""USD"",""id"":""AVpfs_O11cnluZ0-ptWU"",""name"":""Rony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast"",""price"":""98"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""1066"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphWBfLilAPnD_x4RvC"",""name"":""Zamaha - 6-1/2 130-Watt Powered Subwoofer - Black\"""",""price"":""249"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""55""],[""AVpfKEAuilAPnD_xWKpK"",""23""],[""AVqkE0Btnnc1JgDc3j2N"",""52""],[""AVphWBfLilAPnD_x4RvC"",""78""],[""AVpfs_O11cnluZ0-ptWU"",""30""],[""AVpffrToLJeJML43-M2g"",""34""],[""AVphWBfLilAPnD_x4RvC"",""38""]]",10393805,"atlanta digital studio, llc",4,1566301850,317568755,"[{""curr"":""USD"",""id"":""AVpfs_O11cnluZ0-ptWU"",""name"":""Rony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast"",""price"":""98"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""1066"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphWBfLilAPnD_x4RvC"",""name"":""Zamaha - 6-1/2 130-Watt Powered Subwoofer - Black\"""",""price"":""249"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgshBg1cnluZ0-5JlU"",""name"":""Apson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020"",""price"":""448"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpi7IY9ilAPnD_xIvXb"",""64""]]",18314414,"IMPERATRICE,  CHRISTINE M",1,1566303518,317568756,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""599"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""}]",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""85""]]",21147619,"RINELLA,  JOSEPH S",1,1566305289,317568757,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVqVGaCCU2_QcyX9Ozcf"",""80""],[""AVpffrToLJeJML43-M2g"",""74""],[""AVpe7vER1cnluZ0-aJu7"",""28""]]",782583,m2 digital post,3,1566306352,317568758,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""60"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""98"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""2036"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVqkE0Btnnc1JgDc3j2N"",""96""],[""AVz5wclz-jtxr-f30F66"",""43""],[""AVpfWGrYLJeJML437hk2"",""66""],[""AVpe6jFBilAPnD_xQxO2"",""30""],[""AVpfm9HsilAPnD_xe7y2"",""57""]]",64153907,imp digital studios,1,1566308434,317568759,"[{""curr"":""USD"",""id"":""AVpfm9HsilAPnD_xe7y2"",""name"":""Rony STR DN860 7.2 Channel 165 Watt Receiver"",""price"":""447"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVqVGHKQnnc1JgDc3jDC"",""42""],[""AVpf4W5_ilAPnD_xj6lg"",""83""],[""AVpe_semLJeJML430DAU"",""54""],[""AVpgqcjR1cnluZ0-4riR"",""35""],[""AVpiMIyE1cnluZ0-K0TA"",""39""],[""AVqVGaCCU2_QcyX9Ozcf"",""20""],[""AVpfMVD-ilAPnD_xW6bu"",""80""]]",4788214,"naturopathic & shamanic services, inc. dba: the naked shaman",3,1566308579,317568760,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""27"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""149"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""2036"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""},""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""}]"
"[[""AVz5wcrn-jtxr-f30F69"",""24""],[""AVpfhULY1cnluZ0-mN6h"",""53""],[""AVpiMIyE1cnluZ0-K0TA"",""38""],[""AVqkEzW9U2_QcyX9O0Gr"",""51""],[""AVpfvvEv1cnluZ0-qhEo"",""64""]]",1542007,productive electronics llc,3,1566308666,317568761,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""184"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqkEzW9U2_QcyX9O0Gr"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""price"":""149"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""147"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfC_9v1cnluZ0-cuhn"",""24""],[""AVqVGaCCU2_QcyX9Ozcf"",""14""]]",32411937,"CARTER,  NICHOLAS D",1,1566310123,317568762,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""2036"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpf6QQIilAPnD_xkYtp"",""22""],[""AVqkEzW9U2_QcyX9O0Gr"",""26""],[""AVqVGaEBv8e3D1O-ldFu"",""90""],[""AVpi7IY9ilAPnD_xIvXb"",""69""]]",23996141,"PETTIT-ANDERSON,  ERICA L",2,1566310553,317568763,"[{""curr"":""USD"",""id"":""AVqVGaEBv8e3D1O-ldFu"",""name"":""Opple NakBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English\"""",""price"":""599"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""1630"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVz5wclz-jtxr-f30F66"",""24""],[""AVwjdOdov8e3D1O-nnK9"",""74""],[""AVpgIu4Q1cnluZ0-xBK-"",""88""],[""AVpffrToLJeJML43-M2g"",""59""],[""AVpffrToLJeJML43-M2g"",""76""]]",4401099,denevi digital imaging,2,1566313201,317568764,"[{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""98"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""}]",[]
"[[""AVpimXsUilAPnD_xFsXu"",""23""],[""AVpfv62D1cnluZ0-qkPY"",""93""],[""AVqVGHKQnnc1JgDc3jDC"",""45""]]",17728997,helios electronics limited,1,1566313339,317568765,"[{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""84"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVz5wc0H-jtxr-f30F6_"",""67""],[""AVz5wc0H-jtxr-f30F6_"",""44""],[""AVpiMIyE1cnluZ0-K0TA"",""64""]]",4497446,jae electronics,2,1566317423,317568766,"[{""curr"":""USD"",""id"":""AVz5wc0H-jtxr-f30F6_"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""149"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""618"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpe6-C2LJeJML43yWf1"",""18""],[""AVqFXQH5nnc1JgDc3gBZ"",""21""],[""AVpfZaCp1cnluZ0-kDV9"",""78""]]",9525483,"MARTIN,  NOLA I",2,1566318453,317568767,"[{""curr"":""USD"",""id"":""AVqFXQH5nnc1JgDc3gBZ"",""name"":""Karsair - VENGEANCE LED Series 16GB (2PK 8GB) 3.0GHz DDR4 Desktop Memory with LED Lighting - Black"",""price"":""2356"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfZaCp1cnluZ0-kDV9"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""181"",""promotion_info"":{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVpfZaCp1cnluZ0-kDV9"",""promo_qty"":""2""},""qty"":""2"",""unit"":""pcs""}]","[{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVpfZaCp1cnluZ0-kDV9"",""promo_qty"":""2""}]"
"[[""AVpfhULY1cnluZ0-mN6h"",""23""],[""AVpe_9aLilAPnD_xStSC"",""81""],[""AVpfCQslilAPnD_xThwe"",""54""],[""AVphIbvi1cnluZ0--vFy"",""36""],[""AVzxl9XGvKc47QAVfStn"",""95""]]",782583,m2 digital post,2,1566318649,317568768,"[{""curr"":""USD"",""id"":""AVphIbvi1cnluZ0--vFy"",""name"":""Karsair - VENGEANCE Series 16GB (2PK 8GB) 2.4GHz DDR4 Laptop Memory - Black"",""price"":""184"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVzxl9XGvKc47QAVfStn"",""name"":""21.5 iNak with Retina 4K Display (Mid 2017)"",""price"":""1437"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpg59zyilAPnD_xyv3y"",""53""],[""AVpg59zyilAPnD_xyv3y"",""76""],[""AVpfKEAuilAPnD_xWKpK"",""81""]]",21532231,statusdigital,1,1566322120,317568769,"[{""curr"":""USD"",""id"":""AVpfKEAuilAPnD_xWKpK"",""name"":""T92UWH Portable Tripod Screen (45x80)"",""price"":""144"",""promotion_info"":null,""qty"":""6"",""unit"":""pcs""}]",[]
"[[""AVpiHEE31cnluZ0-J8jJ"",""72""],[""AVqkEzW9U2_QcyX9O0Gr"",""55""]]",4941137,digital house,1,1566323225,317568770,"[{""curr"":""USD"",""id"":""AVqkEzW9U2_QcyX9O0Gr"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""price"":""147"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpe_semLJeJML430DAU"",""75""],[""AVpe6jFBilAPnD_xQxO2"",""21""],[""AVpfZaCp1cnluZ0-kDV9"",""48""],[""AVpfs_O11cnluZ0-ptWU"",""36""],[""AVpfZaCp1cnluZ0-kDV9"",""88""],[""AVpe77ZXLJeJML43ysuz"",""65""]]",11137864,"unified digital group, llc",2,1566323924,317568771,"[{""curr"":""USD"",""id"":""AVpfZaCp1cnluZ0-kDV9"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""86"",""promotion_info"":{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVpfZaCp1cnluZ0-kDV9"",""promo_qty"":""2""},""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe77ZXLJeJML43ysuz"",""name"":""4GB NW-WS413 Sports Walkman Digital Music Player (Black)"",""price"":""2356"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]","[{""promo_disc"":0.05,""promo_id"":""1"",""promo_item"":""AVpfZaCp1cnluZ0-kDV9"",""promo_qty"":""2""}]"
"[[""AVpgUl_U1cnluZ0-z3Gz"",""16""],[""AVpgshBg1cnluZ0-5JlU"",""80""],[""AVpiMIyE1cnluZ0-K0TA"",""12""],[""AVpfSYlFLJeJML436UdP"",""38""],[""AVqVGaCCU2_QcyX9Ozcf"",""94""]]",46949990,banta digital group,1,1566324924,317568772,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""2036"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfFAfQilAPnD_xUdv6"",""37""],[""AVpfCW42ilAPnD_xTj0y"",""44""],[""AVpfX03ALJeJML438DC6"",""95""],[""AV1YFjNZglJLPUi8IGc8"",""64""],[""AVpiMIyE1cnluZ0-K0TA"",""13""],[""AVpe_semLJeJML430DAU"",""53""],[""AVpfKEAuilAPnD_xWKpK"",""74""]]",9224299,"WILLIAMS,  HATTIE M",3,1566325199,317568773,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""33"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":""144"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfKEAuilAPnD_xWKpK"",""name"":""T92UWH Portable Tripod Screen (45x80)"",""price"":""149"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
